metric,before_n,before_mean,before_median,before_std,after_n,after_mean,after_median,after_std,pct_change_mean
calibrated_probability,12,0.08597646720591001,0.002746736048720777,0.275172673900069,102,0.1796493966091172,0.0009496279817540199,0.3726641397007595,108.95182419959693
confidence,12,0.9942507233742314,0.995075153419748,0.0027283226107039558,102,0.9796543208051612,0.9989168912288733,0.07930757955591534,-1.4680806587229522
severity,12,0.08664399664460992,0.003296083258464932,0.2753915374602791,102,0.1841115020633522,0.0011395535781048237,0.3790156717139107,112.49193157435641
total_cpu_pct,12,84.84166666666667,31.95,139.02331014577695,102,78.69117647058823,54.2,74.95697472150428,-7.249374555833536
switch_packets_per_second,11,384.84748381699615,13.902439024390238,779.7876654127282,102,899.7002099538181,1116.1904761904775,829.6418692701452,133.78097760453238
switch_throughput_mbps,11,6.206283044159092,0.11168195121951226,15.232145246779417,102,14.557636167093033,4.4829054135338335,17.22809844283148,134.56287867492014
active_mitigations_count,12,0.0,0.0,0.0,102,1.4313725490196079,2.0,0.8689615610258953,nan
unique_attackers_seen,12,0.0,0.0,0.0,102,2.392156862745098,2.0,0.545154461743445,nan
