step,sample_id,elapsed_s,timestamp,backlog_samples,gt_label,gt_host,gt_ip,gt_source,gt_file_label,gt_sample_label,gt_mismatch,attack_episode_id,raw_prob,attack_prob,binary_pred,threshold,correct,is_tp,is_fp,is_tn,is_fn,prob_delta,prob_slope_5step,prob_at_mitigation_start,prob_change_since_mitig,cum_tp,cum_fp,cum_tn,cum_fn,rolling_precision,rolling_recall,rolling_f1,dqn_raw_action,mapped_action,active_mitigation,agent_overridden,action_taken,nominated_ip,skip_reason,target_ip,would_mitigate,would_mitigated_ip,mitigation_active,mitigation_duration_s,total_packets,total_packets_delta,forwarded_packets_delta,dropped_packets_delta,throughput_ratio,pkt_rate_pps,total_flows,total_bytes,flow_arrival_rate,src_entropy,top_source_dominance,active_sources,syn_ratio_top_src,pps_top_src,attack_start_elapsed,first_detection_elapsed,first_policy_block_elapsed,onos1_cpu,onos2_cpu,onos3_cpu,ctrl_cpu_avg,ctrl_cpu_max,python_cpu_pct,python_mem_mb,preprocess_ms,lstm_inference_ms,dqn_inference_ms,api_latency_ms,drop_query_ms,step_total_ms
106,239,442.2,2026-05-18T15:14:58.673319,1,1,h2,10.10.0.2,sample,1,1,0,3,0.999066,0.999318,1,0.8471859296482412,1,1,0,0,0,0.000291,0.19961,0.9932620364037407,0.006056,50,3,48,6,0.9434,0.8929,0.9174,2,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,7.81,5050,5050.0,5050.0,0.0,1.0,2525.0,53,46054673,0.0,1.7091,0.4255,5,0.5294,4822.5,434.5,434.5,434.5,5.08,2.84,2.8,3.57,5.08,16.3,1230.4,123.12,153.66,1.98,0.0,0.0,1610.07
107,240,445.8,2026-05-18T15:15:02.339344,1,1,h2,10.10.0.2,sample,1,1,0,3,0.999294,0.999491,1,0.8471859296482412,1,1,0,0,0,0.000173,0.199555,0.9932620364037407,0.006229,51,3,48,6,0.9444,0.8947,0.9189,2,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,11.44,5762,5762.0,5762.0,0.0,1.0,2881.0,55,46461041,1.0,1.6086,0.4346,5,0.6,5866.5,434.5,434.5,434.5,3.97,2.22,3.0,3.06,3.97,15.5,1230.4,218.35,74.35,0.94,0.0,0.0,1665.58
108,241,449.5,2026-05-18T15:15:06.535899,1,1,h2,10.10.0.2,sample,1,1,0,3,0.998157,0.998612,1,0.8471859296482412,1,1,0,0,0,-0.000879,0.199002,0.9932620364037407,0.00535,52,3,48,6,0.9455,0.8966,0.9204,2,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,15.06,7081,7081.0,7081.0,0.0,1.0,3540.5,55,47198924,1.0,1.4312,0.4491,5,0.5556,7780.0,434.5,434.5,434.5,30.01,23.17,33.48,28.89,33.48,16.4,1230.4,123.15,119.88,0.94,0.0,0.0,2195.82
109,242,453.7,2026-05-18T15:15:10.604990,1,1,h2,10.10.0.2,sample,1,1,0,3,0.998424,0.998822,1,0.8471859296482412,1,1,0,0,0,0.00021,0.001112,0.9932620364037407,0.00556,53,3,48,6,0.9464,0.8983,0.9217,2,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,19.34,8024,8024.0,8024.0,0.0,1.0,4012.0,55,47752493,0.0,1.3262,0.4506,5,0.5556,8987.5,434.5,434.5,434.5,4.2,3.64,17.3,8.38,17.3,12.8,1230.4,175.65,151.84,1.99,0.0,0.0,2068.67
110,244,457.8,2026-05-18T15:15:14.795762,2,1,h2,10.10.0.2,sample,1,1,0,3,0.997157,0.997816,1,0.8471859296482412,1,1,0,0,0,-0.001006,-0.000242,0.9932620364037407,0.004554,54,3,48,6,0.9474,0.9,0.9231,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,23.49,10083,10083.0,10083.0,0.0,1.0,5041.5,55,48952795,0.0,1.1439,0.5016,5,0.7679,11554.5,434.5,434.5,434.5,3.43,3.3,4.97,3.9,4.97,12.2,1230.4,65.58,307.69,33.93,0.0,0.0,2185.41
111,245,461.9,2026-05-18T15:15:18.745001,1,1,h2,10.10.0.2,sample,1,1,0,3,0.889857,0.898771,1,0.8471859296482412,1,1,0,0,0,-0.099045,-0.020109,0.9932620364037407,-0.094491,55,3,48,6,0.9483,0.9016,0.9244,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,27.65,11024,11024.0,11024.0,0.0,1.0,5512.0,86,49520123,15.5,1.0996,0.5174,5,0.7742,12850.5,434.5,434.5,434.5,6.16,2.74,5.96,4.95,6.16,15.9,1230.4,128.82,248.91,3.95,0.0,0.0,1948.87
112,246,465.9,2026-05-18T15:15:22.727910,1,1,h2,10.10.0.2,sample,1,1,0,3,0.997031,0.997716,1,0.8471859296482412,1,1,0,0,0,0.098945,-0.000355,0.9932620364037407,0.004454,56,3,48,6,0.9492,0.9032,0.9256,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,31.56,12558,12558.0,12558.0,0.0,1.0,6279.0,86,50479068,0.0,1.0342,0.5124,5,0.7742,15012.0,434.5,434.5,434.5,94.35,16.66,42.49,51.17,94.35,16.3,1231.6,161.46,175.66,2.12,0.0,0.0,1982.35
113,247,471.9,2026-05-18T15:15:28.327820,1,1,h2,10.10.0.2,sample,1,1,0,3,0.994967,0.996032,1,0.8471859296482412,1,1,0,0,0,-0.001684,-0.000516,0.9932620364037407,0.00277,57,3,48,6,0.95,0.9048,0.9268,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,37.32,13845,13845.0,13845.0,0.0,1.0,6922.5,76,51296626,10.5,0.9854,0.5469,5,0.7571,16797.0,434.5,434.5,434.5,61.59,50.56,5.46,39.2,61.59,13.4,1231.6,47.6,74.59,1.04,0.0,0.0,1597.99
114,248,475.5,2026-05-18T15:15:31.751166,1,1,h2,10.10.0.2,sample,1,1,0,3,0.999354,0.999536,1,0.8471859296482412,1,1,0,0,0,0.003504,0.000143,0.9932620364037407,0.006274,58,3,48,6,0.9508,0.9062,0.928,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,41.03,14932,14932.0,14932.0,0.0,1.0,7466.0,76,52033967,0.0,0.9604,0.5404,5,0.7571,18274.5,434.5,434.5,434.5,13.26,150.59,8.31,57.39,150.59,14.3,1231.7,83.54,144.24,1.31,0.0,0.0,1422.96
115,249,480.9,2026-05-18T15:15:37.296303,1,1,h2,10.10.0.2,sample,1,1,0,3,0.99952,0.99966,1,0.8471859296482412,1,1,0,0,0,0.000124,0.000369,0.9932620364037407,0.006398,59,3,48,6,0.9516,0.9077,0.9291,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,46.58,15226,15226.0,15226.0,0.0,1.0,7613.0,76,52297959,0.0,0.9722,0.5373,5,0.7571,18561.0,434.5,434.5,434.5,45.03,36.05,6.8,29.29,45.03,15.3,1231.7,155.11,193.4,1.05,0.0,0.0,1538.04
116,250,484.5,2026-05-18T15:15:41.349863,1,1,h2,10.10.0.2,sample,1,1,0,3,0.998516,0.998893,1,0.8471859296482412,1,1,0,0,0,-0.000767,0.020024,0.9932620364037407,0.005631,60,3,48,6,0.9524,0.9091,0.9302,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,50.18,16608,16608.0,16608.0,0.0,1.0,8304.0,61,53182283,3.5,0.9351,0.5309,5,0.725,20612.5,434.5,434.5,434.5,5.92,40.35,49.53,31.93,49.53,20.0,1231.7,168.64,237.52,3.14,0.0,0.0,2048.85
117,251,488.5,2026-05-18T15:15:45.785247,1,1,h2,10.10.0.2,sample,1,1,0,3,0.990615,0.992382,1,0.8471859296482412,1,1,0,0,0,-0.006511,-0.001067,0.9932620364037407,-0.00088,61,3,48,6,0.9531,0.9104,0.9313,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,54.18,17785,17785.0,17785.0,0.0,1.0,8892.5,61,53944225,0.0,0.9046,0.5275,5,0.725,22153.5,434.5,434.5,434.5,3.75,5.81,3.87,4.48,5.81,14.7,1231.7,213.71,136.12,1.6,0.0,0.0,2430.43
118,253,492.9,2026-05-18T15:15:49.732469,2,1,h2,10.10.0.2,sample,1,1,0,3,0.99196,0.993521,1,0.8471859296482412,1,1,0,0,0,0.001139,-0.000502,0.9932620364037407,0.000259,62,3,48,6,0.9538,0.9118,0.9323,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,58.59,19790,19790.0,19790.0,0.0,1.0,9895.0,61,55124129,0.0,0.838,0.5444,5,0.725,25159.5,434.5,434.5,434.5,3.74,3.12,3.3,3.39,3.74,15.7,1231.7,160.27,173.77,2.58,0.0,0.0,1946.69
119,254,498.9,2026-05-18T15:15:56.093625,1,1,h2,10.10.0.2,sample,1,1,0,3,0.988316,0.990418,1,0.8471859296482412,1,1,0,0,0,-0.003103,-0.001824,0.9932620364037407,-0.002844,63,3,48,6,0.9545,0.913,0.9333,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,64.44,33735,33735.0,33735.0,0.0,1.0,16867.5,68,63182802,8.5,1.3382,0.5635,5,0.62,27176.0,434.5,434.5,434.5,20.92,41.93,61.29,41.38,61.29,15.7,1231.7,155.53,82.98,1.13,0.0,0.0,2360.39
120,255,503.2,2026-05-18T15:16:00.074592,1,1,h2,10.10.0.2,sample,1,1,0,3,0.992106,0.993645,1,0.8471859296482412,1,1,0,0,0,0.003227,-0.001203,0.9932620364037407,0.000383,64,3,48,6,0.9552,0.9143,0.9343,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,68.9,35055,35055.0,35055.0,0.0,1.0,17527.5,68,63948016,0.0,1.3205,0.5841,5,0.62,29156.0,434.5,434.5,434.5,7.47,24.62,63.49,31.86,63.49,15.8,1231.7,192.0,142.68,2.2,0.0,0.0,1980.49
121,256,507.2,2026-05-18T15:16:04.466580,1,1,h2,10.10.0.2,sample,1,1,0,3,0.998589,0.998951,1,0.8471859296482412,1,1,0,0,0,0.005306,1.2e-05,0.9932620364037407,0.005689,65,3,48,6,0.9559,0.9155,0.9353,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,72.85,36292,36292.0,36292.0,0.0,1.0,18146.0,68,64660540,0.5,1.3013,0.6034,5,0.62,31134.0,434.5,434.5,434.5,39.84,23.65,21.95,28.48,39.84,13.2,1231.7,142.36,152.33,2.29,0.0,0.0,2386.14
122,258,511.6,2026-05-18T15:16:07.944493,2,1,h2,10.10.0.2,sample,1,1,0,3,0.998703,0.999039,1,0.8471859296482412,1,1,0,0,0,8.8e-05,0.001331,0.9932620364037407,0.005777,66,3,48,6,0.9565,0.9167,0.9362,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,77.05,37677,37677.0,37677.0,0.0,1.0,18838.5,68,65449891,0.0,1.2847,0.8078,5,0.62,32936.0,434.5,434.5,434.5,4.7,1.8,3.08,3.19,4.7,12.4,1231.7,43.94,70.97,1.11,0.0,0.0,1477.53
123,259,515.1,2026-05-18T15:16:11.172187,1,1,h2,10.10.0.2,sample,1,1,0,3,0.992285,0.993796,1,0.8471859296482412,1,1,0,0,0,-0.005243,5.5e-05,0.9932620364037407,0.000534,67,3,48,6,0.9571,0.9178,0.9371,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,80.55,38125,38125.0,38125.0,0.0,1.0,19062.5,53,65747145,0.5,1.2822,0.8106,6,0.6774,33612.5,434.5,434.5,434.5,3.44,3.24,4.73,3.8,4.73,13.3,1231.7,55.84,74.56,1.31,0.0,0.0,1227.35
124,260,518.3,2026-05-18T15:16:14.413790,1,1,h2,10.10.0.2,sample,1,1,0,3,0.992117,0.993654,1,0.8471859296482412,1,1,0,0,0,-0.000142,0.000647,0.9932620364037407,0.000392,68,3,48,6,0.9577,0.9189,0.9379,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,83.76,38141,38141.0,38141.0,0.0,1.0,19070.5,53,65771337,0.0,1.2863,0.8101,6,0.6774,33612.5,434.5,434.5,434.5,10.02,8.1,69.45,29.19,69.45,13.3,1231.7,45.49,68.65,0.96,0.0,0.0,1241.32
125,261,521.6,2026-05-18T15:16:18.480520,1,1,h2,10.10.0.2,sample,1,1,0,3,0.005015,0.003953,0,0.8471859296482412,0,0,0,0,1,-0.989701,-0.197938,0.9932620364037407,-0.989309,68,3,48,7,0.9577,0.9067,0.9315,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,87.03,35782,35782.0,35782.0,0.0,1.0,17891.0,9,21296441,1.5,1.0668,0.8323,5,0.0,33573.5,434.5,434.5,434.5,5.67,1.83,4.88,4.13,5.67,9.6,1231.7,76.54,70.42,1.1,0.0,0.0,2066.41
126,263,525.6,2026-05-18T15:16:22.547047,2,1,none,none,sample,0,1,1,3,0.002823,0.002167,0,0.8471859296482412,0,0,0,0,1,-0.001786,-0.199357,0.9932620364037407,-0.991095,68,3,48,8,0.9577,0.8947,0.9252,1,2,2,False,WOULD_BLOCK (10.10.0.4),10.10.0.4,accepted,10.10.0.4,1,10.10.0.4,1,91.11,35827,35827.0,35827.0,0.0,1.0,17913.5,10,21363139,0.0,1.075,0.831,5,0.0,33573.5,434.5,434.5,434.5,3.82,2.47,4.55,3.61,4.55,10.1,1231.7,79.05,76.85,1.42,0.0,0.0,2066.08
127,265,529.7,2026-05-18T15:16:26.613442,2,0,none,none,sample,0,0,0,0,0.010422,0.008501,0,0.8471859296482412,1,0,0,1,0,0.006334,-0.198108,0.9932620364037407,-0.984761,68,3,49,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35879,35879.0,35879.0,0.0,1.0,17939.5,18,21399130,9.0,1.0822,0.8295,5,0.0,33575.0,,,,5.87,3.49,8.41,5.92,8.41,9.6,1231.7,53.68,79.88,0.98,0.0,0.0,2065.9
128,267,533.8,2026-05-18T15:16:30.675218,2,0,none,none,sample,0,0,0,0,0.012801,0.010544,0,0.8471859296482412,1,0,0,1,0,0.002043,-0.19665,0.9932620364037407,-0.982718,68,3,50,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35909,35909.0,35909.0,0.0,1.0,17954.5,20,21431421,1.0,1.0885,0.8289,6,0.0,33575.0,,,,3.42,2.9,4.47,3.6,4.47,11.8,1231.9,75.05,72.98,1.44,0.0,0.0,2061.4
129,269,537.8,2026-05-18T15:16:34.740872,2,0,none,none,sample,0,0,0,0,0.012329,0.010137,0,0.8471859296482412,1,0,0,1,0,-0.000407,-0.196703,0.9932620364037407,-0.983125,68,3,51,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35932,35932.0,35932.0,0.0,1.0,17966.0,20,21466197,0.0,1.093,0.8283,6,0.0,33575.0,,,,3.87,3.27,5.81,4.32,5.81,16.5,1231.9,49.78,68.55,0.94,0.0,0.0,2065.35
130,271,541.9,2026-05-18T15:16:38.813706,2,0,none,none,sample,0,0,0,0,0.019935,0.016773,0,0.8471859296482412,1,0,0,1,0,0.006636,0.002564,0.9932620364037407,-0.976489,68,3,52,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35936,35936.0,35936.0,0.0,1.0,17968.0,20,21469417,0.0,1.0934,0.8286,6,0.0,33576.5,,,,5.24,2.24,4.3,3.93,5.24,8.3,1231.9,76.66,76.3,1.92,0.0,0.0,2072.52
131,273,546.0,2026-05-18T15:16:42.869617,2,0,none,none,sample,0,0,0,0,0.005287,0.004178,0,0.8471859296482412,1,0,0,1,0,-0.012595,0.000402,0.9932620364037407,-0.989084,68,3,53,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35352,35352.0,35352.0,0.0,1.0,17676.0,16,20598832,0.0,0.9966,0.8352,6,0.0,33576.0,,,,4.02,2.73,2.83,3.19,4.02,7.6,1231.9,48.19,74.33,1.22,0.0,0.0,2055.45
132,275,550.0,2026-05-18T15:16:46.936299,2,0,none,none,sample,0,0,0,0,0.003662,0.002846,0,0.8471859296482412,1,0,0,1,0,-0.001332,-0.001131,0.9932620364037407,-0.990417,68,3,54,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35351,35351.0,35351.0,0.0,1.0,17675.5,15,20598739,0.0,0.9963,0.8353,6,0.0,33576.0,,,,2.84,3.42,5.1,3.79,5.1,7.6,1231.9,47.51,71.61,1.84,0.0,0.0,2066.38
133,277,554.1,2026-05-18T15:16:50.997630,2,0,none,none,sample,0,0,0,0,0.004608,0.003619,0,0.8471859296482412,1,0,0,1,0,0.000773,-0.001385,0.9932620364037407,-0.989643,68,3,55,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,35352,35352.0,35352.0,0.0,1.0,17676.0,15,20598837,0.5,0.9966,0.8367,6,0.0,33576.0,,,,4.12,3.19,4.48,3.93,4.48,7.4,1231.9,46.16,74.83,1.04,0.0,0.0,2060.97
134,279,558.1,2026-05-18T15:16:55.058428,2,0,none,none,sample,0,0,0,0,0.001272,0.000942,0,0.8471859296482412,1,0,0,1,0,-0.002677,-0.001839,0.9932620364037407,-0.99232,68,3,56,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,22445,22445.0,22445.0,0.0,1.0,11222.5,3,13065957,0.0,0.0285,0.9925,3,0.0,11192.0,,,,3.45,3.19,5.14,3.93,5.14,8.6,1231.9,79.13,78.65,1.3,0.0,0.0,2060.45
135,281,562.2,2026-05-18T15:16:59.125081,2,0,none,none,sample,0,0,0,0,0.001308,0.000969,0,0.8471859296482412,1,0,0,1,0,2.7e-05,-0.003161,0.9932620364037407,-0.992293,68,3,57,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,160,160.0,160.0,0.0,1.0,80.0,4,217483,0.0,0.6033,0.9142,3,0.0,213.0,,,,4.58,2.71,4.12,3.8,4.58,9.1,1232.0,76.72,118.19,1.31,0.0,0.0,2066.41
136,283,566.3,2026-05-18T15:17:03.184172,2,0,none,none,sample,0,0,0,0,0.001604,0.0012,0,0.8471859296482412,1,0,0,1,0,0.000231,-0.000596,0.9932620364037407,-0.992062,68,3,58,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,254,254.0,254.0,0.0,1.0,127.0,6,355413,0.0,0.5079,0.937,4,0.0,349.5,,,,4.99,7.39,3.61,5.33,7.39,8.4,1232.0,77.77,80.51,1.09,0.0,0.0,2058.81
137,285,570.3,2026-05-18T15:17:07.248764,2,0,none,none,sample,0,0,0,0,0.003373,0.00261,0,0.8471859296482412,1,0,0,1,0,0.00141,-4.7e-05,0.9932620364037407,-0.990652,68,3,59,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,338,338.0,338.0,0.0,1.0,169.0,5,492319,0.0,0.3024,0.9605,4,0.0,486.0,,,,3.35,1.88,3.3,2.84,3.35,8.4,1232.0,64.01,73.22,1.11,0.0,0.0,2064.3
138,287,574.4,2026-05-18T15:17:11.322026,2,0,none,none,sample,0,0,0,0,0.002713,0.002079,0,0.8471859296482412,1,0,0,1,0,-0.000531,-0.000308,0.9932620364037407,-0.991183,68,3,60,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,430,430.0,430.0,0.0,1.0,215.0,6,631423,0.5,0.2493,0.9735,4,0.0,624.0,,,,5.53,3.92,5.84,5.1,5.84,7.9,1227.1,52.89,77.51,1.04,0.0,0.0,2072.54
139,289,578.5,2026-05-18T15:17:15.374867,2,0,none,none,sample,0,0,0,0,0.001598,0.001195,0,0.8471859296482412,1,0,0,1,0,-0.000884,5.1e-05,0.9932620364037407,-0.992067,68,3,61,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,687,687.0,687.0,0.0,1.0,343.5,8,2591433,1.0,0.7782,0.8571,4,0.0,873.0,,,,3.18,3.14,4.83,3.72,4.83,8.1,1227.2,77.47,77.0,1.06,0.0,0.0,2052.53
140,291,582.5,2026-05-18T15:17:19.437355,2,0,none,none,sample,0,0,0,0,0.001189,0.000877,0,0.8471859296482412,1,0,0,1,0,-0.000318,-1.8e-05,0.9932620364037407,-0.992385,68,3,62,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,998,998.0,998.0,0.0,1.0,499.0,6,7545664,0.0,1.0969,0.7365,4,0.0,1101.0,,,,3.22,2.7,3.95,3.29,3.95,8.6,1227.2,60.53,109.42,3.92,0.0,0.0,2062.19
141,293,586.6,2026-05-18T15:17:23.500703,2,0,none,none,sample,0,0,0,0,0.001482,0.001105,0,0.8471859296482412,1,0,0,1,0,0.000228,-1.9e-05,0.9932620364037407,-0.992157,68,3,63,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1313,1313.0,1313.0,0.0,1.0,656.5,4,12507170,0.0,1.2115,0.6778,3,0.0,1335.0,,,,5.3,2.06,8.01,5.12,8.01,7.6,1227.2,48.05,71.04,1.1,0.0,0.0,2063.05
142,295,590.7,2026-05-18T15:17:27.561765,2,0,none,none,sample,0,0,0,0,0.00124,0.000917,0,0.8471859296482412,1,0,0,1,0,-0.000188,-0.000339,0.9932620364037407,-0.992345,68,3,64,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1657,1657.0,1657.0,0.0,1.0,828.5,8,17472085,2.0,1.2918,0.6367,3,0.5,1582.5,,,,3.6,2.27,3.37,3.08,3.6,8.4,1227.2,79.01,73.39,1.36,0.0,0.0,2060.76
143,297,594.7,2026-05-18T15:17:31.631376,2,0,none,none,sample,0,0,0,0,0.002459,0.001876,0,0.8471859296482412,1,0,0,1,0,0.000959,-4.1e-05,0.9932620364037407,-0.991386,68,3,65,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1985,1985.0,1985.0,0.0,1.0,992.5,10,22296321,0.0,1.3419,0.6053,3,0.5,1827.5,,,,5.14,4.1,6.49,5.24,6.49,8.4,1227.3,77.61,71.81,1.27,0.0,0.0,2069.35
144,299,598.8,2026-05-18T15:17:35.695493,2,0,none,none,sample,0,0,0,0,0.002082,0.001576,0,0.8471859296482412,1,0,0,1,0,-0.0003,7.6e-05,0.9932620364037407,-0.991686,68,3,66,8,0.9577,0.8947,0.9252,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2337,2337.0,2337.0,0.0,1.0,1168.5,10,27670701,0.0,1.371,0.5875,3,0.5,2059.5,,,,2.76,3.27,4.77,3.6,4.77,7.1,1229.4,47.53,65.58,1.12,0.0,0.0,2063.79
