step,sample_id,elapsed_s,timestamp,backlog_samples,gt_label,gt_host,gt_ip,gt_source,gt_file_label,gt_sample_label,gt_mismatch,attack_episode_id,raw_prob,attack_prob,binary_pred,threshold,correct,is_tp,is_fp,is_tn,is_fn,prob_delta,prob_slope_5step,prob_at_mitigation_start,prob_change_since_mitig,cum_tp,cum_fp,cum_tn,cum_fn,rolling_precision,rolling_recall,rolling_f1,dqn_raw_action,mapped_action,active_mitigation,agent_overridden,action_taken,nominated_ip,skip_reason,target_ip,would_mitigate,would_mitigated_ip,mitigation_active,mitigation_duration_s,total_packets,total_packets_delta,forwarded_packets_delta,dropped_packets_delta,throughput_ratio,pkt_rate_pps,total_flows,total_bytes,flow_arrival_rate,src_entropy,top_source_dominance,active_sources,syn_ratio_top_src,pps_top_src,attack_start_elapsed,first_detection_elapsed,first_policy_block_elapsed,onos1_cpu,onos2_cpu,onos3_cpu,ctrl_cpu_avg,ctrl_cpu_max,python_cpu_pct,python_mem_mb,preprocess_ms,lstm_inference_ms,dqn_inference_ms,api_latency_ms,drop_query_ms,step_total_ms
0,73,2.0,2026-05-18T15:07:38.694772,73,0,none,none,sample,0,0,0,0,0.00318,0.002455,0,0.8471859296482412,1,0,0,1,0,0.0,0.0,,,0,0,1,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1232,1232.0,1232.0,0.0,1.0,616.0,11,16691570,0.0,1.6387,0.3604,5,0.6667,664.5,,,,4.6,3.0,3.26,3.62,4.6,15.3,1235.0,51.82,349.06,1.31,0.0,0.0,1840.48
1,75,5.8,2026-05-18T15:07:42.742350,2,0,none,none,sample,0,0,0,0,0.0027,0.002068,0,0.8471859296482412,1,0,0,1,0,-0.000387,0.0,,,0,0,2,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1336,1336.0,1336.0,0.0,1.0,668.0,9,19055946,0.0,1.6146,0.3331,4,0.0,667.5,,,,4.1,3.19,3.6,3.63,4.1,9.6,1235.0,65.6,94.49,1.25,0.0,0.0,2047.32
2,77,9.9,2026-05-18T15:07:46.804175,2,0,none,none,sample,0,0,0,0,0.002294,0.001745,0,0.8471859296482412,1,0,0,1,0,-0.000323,0.0,,,0,0,3,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,998,998.0,998.0,0.0,1.0,499.0,8,20501754,3.0,1.1056,0.4987,4,0.0,739.5,,,,5.45,4.18,4.63,4.75,5.45,6.9,1225.2,45.45,69.79,1.18,0.0,0.0,2061.54
3,79,14.0,2026-05-18T15:07:50.861026,2,0,none,none,sample,0,0,0,0,0.001782,0.00134,0,0.8471859296482412,1,0,0,1,0,-0.000405,0.0,,,0,0,4,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1120,1120.0,1120.0,0.0,1.0,560.0,7,22656163,0.0,1.2029,0.4856,3,0.0,811.5,,,,3.11,4.13,3.49,3.58,4.13,9.1,1225.3,66.56,90.06,1.3,0.0,0.0,2056.6
4,81,18.0,2026-05-18T15:07:54.920667,2,0,none,none,sample,0,0,0,0,0.00129,0.000955,0,0.8471859296482412,1,0,0,1,0,-0.000385,0.0,,,0,0,5,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1252,1252.0,1252.0,0.0,1.0,626.0,4,24714980,0.0,1.3702,0.4681,4,0.0,879.0,,,,3.27,3.25,2.52,3.01,3.27,8.6,1225.5,52.07,81.68,2.08,0.0,0.0,2059.34
5,83,22.1,2026-05-18T15:07:58.982709,2,0,none,none,sample,0,0,0,0,0.001456,0.001085,0,0.8471859296482412,1,0,0,1,0,0.00013,-0.000274,,,0,0,6,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1420,1420.0,1420.0,0.0,1.0,710.0,4,27048164,0.0,1.4921,0.4486,4,0.0,955.5,,,,3.9,2.7,3.21,3.27,3.9,8.4,1225.7,51.26,73.77,1.31,0.0,0.0,2061.64
6,85,26.1,2026-05-18T15:08:03.048678,2,0,none,none,sample,0,0,0,0,0.001314,0.000974,0,0.8471859296482412,1,0,0,1,0,-0.000111,-0.000219,,,0,0,7,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1577,1577.0,1577.0,0.0,1.0,788.5,4,29242412,0.0,1.567,0.4344,4,0.0,1027.5,,,,5.0,4.31,2.88,4.06,5.0,8.9,1225.7,73.47,86.78,1.47,0.0,0.0,2065.71
7,87,30.2,2026-05-18T15:08:07.112464,2,0,none,none,sample,0,0,0,0,0.001197,0.000883,0,0.8471859296482412,1,0,0,1,0,-9.1e-05,-0.000172,,,0,0,8,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1742,1742.0,1742.0,0.0,1.0,871.0,6,31444555,1.0,1.6276,0.4208,4,0.0,1099.5,,,,3.33,2.34,3.4,3.02,3.4,8.9,1225.8,72.95,94.27,1.88,0.0,0.0,2063.2
8,89,34.3,2026-05-18T15:08:11.172602,2,0,none,none,sample,0,0,0,0,0.002104,0.001594,0,0.8471859296482412,1,0,0,1,0,0.000711,5.1e-05,,,0,0,9,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1834,1834.0,1834.0,0.0,1.0,917.0,9,31806622,0.0,1.7114,0.404,5,0.0,1111.5,,,,5.3,5.02,5.44,5.25,5.44,8.1,1227.9,46.12,77.36,1.62,0.0,0.0,2059.83
9,91,38.3,2026-05-18T15:08:15.244839,2,0,none,none,sample,0,0,0,0,0.002176,0.001651,0,0.8471859296482412,1,0,0,1,0,5.7e-05,0.000139,,,0,0,10,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1850,1850.0,1850.0,0.0,1.0,925.0,9,31830814,0.0,1.7285,0.4005,5,0.0,1111.5,,,,3.58,3.72,2.45,3.25,3.72,8.1,1227.9,52.01,82.05,1.86,0.0,0.0,2071.96
10,93,42.4,2026-05-18T15:08:19.316030,2,0,none,none,sample,0,0,0,0,0.002383,0.001815,0,0.8471859296482412,1,0,0,1,0,0.000164,0.000146,,,0,0,11,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1860,1860.0,1860.0,0.0,1.0,930.0,11,31832853,1.0,1.7438,0.3984,5,0.0,1111.5,,,,4.17,3.71,2.75,3.54,4.17,8.6,1227.9,76.37,69.68,1.34,0.0,0.0,2070.83
11,95,46.5,2026-05-18T15:08:23.372427,2,0,none,none,sample,0,0,0,0,0.002909,0.002237,0,0.8471859296482412,1,0,0,1,0,0.000422,0.000253,,,0,0,12,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1952,1952.0,1952.0,0.0,1.0,976.0,14,31960325,2.0,1.8046,0.38,6,0.5294,1112.0,,,,4.86,2.81,5.95,4.54,5.95,7.1,1227.9,48.46,68.15,1.78,0.0,0.0,2055.98
12,97,50.5,2026-05-18T15:08:27.444850,2,0,none,none,sample,0,0,0,0,0.002868,0.002204,0,0.8471859296482412,1,0,0,1,0,-3.3e-05,0.000264,,,0,0,13,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,568,568.0,568.0,0.0,1.0,284.0,7,834103,0.5,0.9815,0.7329,5,0.0,396.5,,,,3.7,3.35,3.32,3.46,3.7,8.8,1227.9,78.31,84.12,2.2,0.0,0.0,2072.18
13,99,54.6,2026-05-18T15:08:31.509836,2,0,none,none,sample,0,0,0,0,0.003476,0.002694,0,0.8471859296482412,1,0,0,1,0,0.00049,0.00022,,,0,0,14,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,411,411.0,411.0,0.0,1.0,205.5,6,596719,0.0,1.1764,0.8313,5,0.0,414.0,,,,4.58,5.72,5.68,5.33,5.72,7.4,1229.1,46.84,69.7,2.2,0.0,0.0,2064.72
14,101,58.7,2026-05-18T15:08:35.566642,2,0,none,none,sample,0,0,0,0,0.002161,0.001639,0,0.8471859296482412,1,0,0,1,0,-0.001055,-2e-06,,,0,0,15,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,629,629.0,629.0,0.0,1.0,314.5,7,6201585,0.0,1.4449,0.5743,4,0.0,550.5,,,,3.45,3.68,2.81,3.31,3.68,7.4,1229.1,50.65,71.83,1.28,0.0,0.0,2056.53
15,103,62.7,2026-05-18T15:08:39.625801,2,0,none,none,sample,0,0,0,0,0.001587,0.001187,0,0.8471859296482412,1,0,0,1,0,-0.000452,-0.000126,,,0,0,16,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1186,1186.0,1186.0,0.0,1.0,593.0,7,17913864,0.0,1.8156,0.3958,5,0.0,700.5,,,,3.04,4.09,3.16,3.43,4.09,7.4,1229.1,49.77,70.78,1.05,0.0,0.0,2058.9
16,105,66.8,2026-05-18T15:08:43.687879,2,0,none,none,sample,0,0,0,0,0.00121,0.000894,0,0.8471859296482412,1,0,0,1,0,-0.000293,-0.000269,,,0,0,17,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1644,1644.0,1644.0,0.0,1.0,822.0,11,29117793,3.0,1.8727,0.3309,4,0.5,816.0,,,,5.51,3.9,4.38,4.6,5.51,6.9,1229.1,46.21,68.16,2.0,0.0,0.0,2061.76
17,107,70.8,2026-05-18T15:08:47.762161,2,0,none,none,sample,0,0,0,0,0.001978,0.001494,0,0.8471859296482412,1,0,0,1,0,0.0006,-0.000142,,,0,0,18,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2137,2137.0,2137.0,0.0,1.0,1068.5,11,42641271,0.0,1.8955,0.3556,4,0.5,1140.0,,,,10.75,3.32,5.93,6.67,10.75,7.9,1229.1,63.2,72.34,2.71,0.0,0.0,2073.97
18,109,74.9,2026-05-18T15:08:51.828663,2,0,none,none,sample,0,0,0,0,0.002326,0.00177,0,0.8471859296482412,1,0,0,1,0,0.000276,-0.000185,,,0,0,19,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2574,2574.0,2574.0,0.0,1.0,1287.0,11,54720273,0.5,1.8906,0.3951,4,0.5,1428.0,,,,5.56,5.25,5.42,5.41,5.56,7.4,1229.1,46.16,75.06,1.1,0.0,0.0,2066.16
19,111,79.0,2026-05-18T15:08:55.901154,2,0,none,none,sample,1,0,1,0,0.003177,0.002453,0,0.8471859296482412,1,0,0,1,0,0.000683,0.000163,,,0,0,20,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2998,2998.0,2998.0,0.0,1.0,1499.0,15,65883541,1.0,1.8897,0.4003,5,0.6667,1713.0,,,,23.7,84.24,58.68,55.54,84.24,16.5,1229.8,204.48,285.57,5.01,0.0,0.0,2072.17
20,112,83.1,2026-05-18T15:08:59.977512,1,0,none,none,sample,1,0,1,0,0.001958,0.001478,0,0.8471859296482412,1,0,0,1,0,-0.000975,5.8e-05,,,0,0,21,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,3537,3537.0,3537.0,0.0,1.0,1768.5,33,73899615,12.0,2.0234,0.3751,5,0.625,1893.5,,,,8.21,44.01,53.22,35.15,53.22,16.4,1229.8,177.96,181.63,2.02,0.0,0.0,2075.87
21,113,87.1,2026-05-18T15:09:04.048364,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.931062,0.938237,1,0.8471859296482412,1,1,0,0,0,0.936759,0.187469,0.9382368998172421,0.0,1,0,21,0,1.0,1.0,1.0,3,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,0.0,5891,5891.0,5891.0,0.0,1.0,2945.5,47,86150267,23.5,2.0992,0.418,5,0.6207,3673.0,87.1,87.1,87.1,10.38,48.27,36.1,31.58,48.27,17.9,1229.8,152.54,217.3,2.67,0.0,0.0,2070.5
22,114,91.2,2026-05-18T15:09:08.140985,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.99819,0.998638,1,0.8471859296482412,1,1,0,0,0,0.060401,0.199429,0.9382368998172421,0.060402,2,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,3.94,8759,8759.0,8759.0,0.0,1.0,4379.5,47,100024217,0.0,1.9944,0.4349,5,0.6207,5475.0,87.1,87.1,87.1,5.92,51.62,44.19,33.91,51.62,15.9,1229.8,142.36,92.15,2.03,0.0,0.0,2091.12
23,115,95.3,2026-05-18T15:09:12.195860,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998971,0.999245,1,0.8471859296482412,1,1,0,0,0,0.000607,0.199495,0.9382368998172421,0.061008,3,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,8.46,11887,11887.0,11887.0,0.0,1.0,5943.5,49,114444488,1.0,1.8994,0.4479,5,0.5625,7740.0,87.1,87.1,87.1,14.54,83.5,13.79,37.28,83.5,17.5,1229.9,222.5,436.92,4.28,0.0,0.0,2052.77
24,116,99.3,2026-05-18T15:09:16.263862,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.997965,0.998461,1,0.8471859296482412,1,1,0,0,0,-0.000784,0.199202,0.9382368998172421,0.060224,4,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,12.29,14995,14995.0,14995.0,0.0,1.0,7497.5,61,128588480,6.0,1.831,0.4547,5,0.5833,9975.0,87.1,87.1,87.1,8.13,75.26,18.93,34.11,75.26,18.7,1229.9,251.16,195.4,1.11,0.0,0.0,2067.37
25,117,103.4,2026-05-18T15:09:20.332057,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999176,0.999402,1,0.8471859296482412,1,1,0,0,0,0.000941,0.199585,0.9382368998172421,0.061165,5,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,16.25,17374,17374.0,17374.0,0.0,1.0,8687.0,65,141035380,2.0,1.8032,0.4571,5,0.5526,11905.0,87.1,87.1,87.1,29.6,25.93,42.9,32.81,42.9,17.9,1229.9,201.07,127.31,2.94,0.0,0.0,2066.84
26,118,107.5,2026-05-18T15:09:24.713837,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998838,0.999144,1,0.8471859296482412,1,1,0,0,0,-0.000258,0.012181,0.9382368998172421,0.060907,6,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,20.23,20383,20383.0,20383.0,0.0,1.0,10191.5,60,155610025,3.0,1.6888,0.4608,5,0.4688,14060.5,87.1,87.1,87.1,3.54,4.15,2.74,3.48,4.15,12.1,1229.9,57.51,184.23,2.88,0.0,0.0,2381.51
27,120,111.9,2026-05-18T15:09:28.702949,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.998578,0.998942,1,0.8471859296482412,1,1,0,0,0,-0.000202,6.1e-05,0.9382368998172421,0.060705,7,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,24.75,24624,24624.0,24624.0,0.0,1.0,12312.0,63,176191034,1.5,1.7033,0.4494,5,0.4865,16568.0,87.1,87.1,87.1,5.67,10.88,10.94,9.16,10.94,14.8,1229.9,255.57,126.66,1.06,0.0,0.0,1988.73
28,121,117.9,2026-05-18T15:09:34.047089,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.994385,0.995551,1,0.8471859296482412,1,1,0,0,0,-0.003391,-0.000739,0.9382368998172421,0.057314,8,0,21,0,1.0,1.0,1.0,2,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,30.47,26552,26552.0,26552.0,0.0,1.0,13276.0,94,189648704,15.5,1.727,0.4235,5,0.4884,16827.5,87.1,87.1,87.1,81.21,43.44,15.18,46.61,81.21,13.7,1229.9,49.26,65.74,1.06,0.0,0.0,1343.68
29,122,121.2,2026-05-18T15:09:38.082770,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999112,0.999354,1,0.8471859296482412,1,1,0,0,0,0.003803,0.000179,0.9382368998172421,0.061117,9,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,33.94,28522,28522.0,28522.0,0.0,1.0,14261.0,98,199958525,2.0,1.7359,0.4232,6,0.8065,18066.5,87.1,87.1,87.1,4.14,2.87,2.6,3.2,4.14,14.1,1229.9,164.0,73.15,1.4,0.0,0.0,2028.41
30,123,127.2,2026-05-18T15:09:43.773913,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998754,0.999078,1,0.8471859296482412,1,1,0,0,0,-0.000276,-6.5e-05,0.9382368998172421,0.060842,10,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,39.86,30284,30284.0,30284.0,0.0,1.0,15142.0,138,201987735,20.0,1.73,0.4485,6,0.8188,20300.5,87.1,87.1,87.1,139.25,67.37,104.65,103.76,139.25,12.1,1230.3,48.92,69.86,1.03,0.0,0.0,1687.13
31,124,132.9,2026-05-18T15:09:50.057169,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999606,0.999723,1,0.8471859296482412,1,1,0,0,0,0.000645,0.000116,0.9382368998172421,0.061486,11,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,45.68,30812,30812.0,30812.0,0.0,1.0,15406.0,138,202452470,0.0,1.7405,0.4619,6,0.8188,20840.5,87.1,87.1,87.1,48.5,48.33,4.08,33.64,48.5,16.1,1231.0,46.22,207.05,3.34,0.0,0.0,2279.47
32,125,137.2,2026-05-18T15:09:53.379996,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999393,0.999565,1,0.8471859296482412,1,1,0,0,0,-0.000158,0.000125,0.9382368998172421,0.061328,12,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,49.81,34506,34506.0,34506.0,0.0,1.0,17253.0,116,204811552,6.5,1.707,0.4644,6,0.8095,23545.5,87.1,87.1,87.1,4.25,2.08,2.18,2.84,4.25,10.8,1231.0,42.31,59.66,0.95,0.0,0.0,1322.47
33,126,142.5,2026-05-18T15:09:58.925820,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998967,0.999243,1,0.8471859296482412,1,1,0,0,0,-0.000322,0.000738,0.9382368998172421,0.061006,13,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,55.5,25898,25898.0,25898.0,0.0,1.0,12949.0,126,199776475,5.0,1.5507,0.6256,6,0.8214,25607.5,87.1,87.1,87.1,63.71,32.74,4.63,33.69,63.71,15.3,1231.0,200.18,262.36,1.04,0.0,0.0,1541.62
34,127,146.1,2026-05-18T15:10:02.784346,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998946,0.999226,1,0.8471859296482412,1,1,0,0,0,-1.7e-05,-2.6e-05,0.9382368998172421,0.060989,14,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,58.82,28442,28442.0,28442.0,0.0,1.0,14221.0,126,201265531,0.0,1.5675,0.615,6,0.8214,27514.5,87.1,87.1,87.1,4.35,2.83,2.92,3.37,4.35,13.5,1231.0,158.77,86.56,1.06,0.0,0.0,1858.19
35,128,151.9,2026-05-18T15:10:08.885364,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.996089,0.996953,1,0.8471859296482412,1,1,0,0,0,-0.002273,-0.000425,0.9382368998172421,0.058716,15,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,64.83,31760,31760.0,31760.0,0.0,1.0,15880.0,141,203224059,7.5,1.5812,0.6108,7,0.8254,29970.5,87.1,87.1,87.1,73.78,28.45,29.06,43.76,73.78,15.6,1231.0,238.86,151.47,3.89,0.0,0.0,2096.33
36,129,156.0,2026-05-18T15:10:12.360531,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998961,0.999238,1,0.8471859296482412,1,1,0,0,0,0.002285,-9.7e-05,0.9382368998172421,0.061001,16,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,68.66,27674,27674.0,27674.0,0.0,1.0,13837.0,78,17029385,3.0,0.9203,0.6931,6,0.8548,32310.0,87.1,87.1,87.1,4.66,2.06,3.09,3.27,4.66,12.7,1227.4,46.97,72.95,1.09,0.0,0.0,1473.31
37,130,161.5,2026-05-18T15:10:18.791920,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998932,0.999216,1,0.8471859296482412,1,1,0,0,0,-2.2e-05,-7e-05,0.9382368998172421,0.060979,17,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,74.62,30366,30366.0,30366.0,0.0,1.0,15183.0,78,18710209,0.0,0.9707,0.677,6,0.8548,34290.0,87.1,87.1,87.1,30.35,67.13,5.52,34.33,67.13,16.7,1228.9,273.04,314.18,19.09,0.0,0.0,2425.28
38,131,165.9,2026-05-18T15:10:22.982932,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.99615,0.997002,1,0.8471859296482412,1,1,0,0,0,-0.002214,-0.000448,0.9382368998172421,0.058765,18,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,78.71,33721,33721.0,33721.0,0.0,1.0,16860.5,110,23270637,16.0,1.0368,0.6585,7,0.9118,36657.5,87.1,87.1,87.1,7.33,42.66,6.15,18.71,42.66,26.7,1229.0,144.29,122.28,1.93,0.0,0.0,2190.32
39,132,170.1,2026-05-18T15:10:26.492181,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998961,0.999238,1,0.8471859296482412,1,1,0,0,0,0.002236,2e-06,0.9382368998172421,0.061001,19,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,82.9,35981,35981.0,35981.0,0.0,1.0,17990.5,111,28746374,1.5,1.0757,0.6486,7,0.9151,38303.5,87.1,87.1,87.1,12.6,36.58,12.21,20.46,36.58,14.2,1229.1,160.7,100.76,1.05,0.0,0.0,1504.71
40,133,175.6,2026-05-18T15:10:32.679629,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998703,0.999039,1,0.8471859296482412,1,1,0,0,0,-0.000199,0.000417,0.9382368998172421,0.060802,20,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,88.33,38394,38394.0,38394.0,0.0,1.0,19197.0,137,35608246,13.0,1.0939,0.6505,7,0.9104,40941.5,87.1,87.1,87.1,81.83,17.59,19.73,39.72,81.83,14.7,1230.1,66.07,121.18,1.52,0.0,0.0,2186.99
41,134,179.8,2026-05-18T15:10:35.977876,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.998409,0.99881,1,0.8471859296482412,1,1,0,0,0,-0.000229,-8.6e-05,0.9382368998172421,0.060573,21,0,21,0,1.0,1.0,1.0,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,92.44,40030,40030.0,40030.0,0.0,1.0,20015.0,133,42577221,2.0,1.1519,0.6449,7,0.92,41708.5,87.1,87.1,87.1,8.52,8.81,10.01,9.11,10.01,12.7,1230.1,41.04,71.18,1.16,0.0,0.0,1297.98
42,135,183.1,2026-05-18T15:10:40.040855,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.824252,0.834136,0,0.8471859296482412,0,0,0,0,1,-0.164674,-0.033016,0.9382368998172421,-0.104101,21,0,21,1,1.0,0.9545,0.9767,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,95.76,39373,39373.0,39373.0,0.0,1.0,19686.5,121,45474003,0.5,1.0623,0.6453,7,0.9145,41698.5,87.1,87.1,87.1,3.95,5.78,6.61,5.45,6.61,12.1,1230.1,53.39,73.68,1.93,0.0,0.0,2062.59
43,137,187.2,2026-05-18T15:10:44.096221,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.647356,0.653593,0,0.8471859296482412,0,0,0,0,1,-0.180543,-0.068682,0.9382368998172421,-0.284644,21,0,21,2,1.0,0.913,0.9545,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,99.86,39676,39676.0,39676.0,0.0,1.0,19838.0,121,50401599,0.5,1.0988,0.641,7,0.9145,41698.5,87.1,87.1,87.1,4.6,4.11,3.75,4.15,4.6,11.6,1232.0,63.29,104.77,2.25,0.0,0.0,2054.98
44,139,191.2,2026-05-18T15:10:48.158559,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.668415,0.675395,0,0.8471859296482412,0,0,0,0,1,0.021802,-0.064769,0.9382368998172421,-0.262842,21,0,21,3,1.0,0.875,0.9333,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,103.91,39947,39947.0,39947.0,0.0,1.0,19973.5,121,54784365,0.0,1.1286,0.637,7,0.9145,41698.5,87.1,87.1,87.1,4.42,2.37,2.47,3.09,4.42,12.1,1232.0,76.09,84.46,1.23,0.0,0.0,2062.05
45,141,195.3,2026-05-18T15:10:52.210463,2,1,none,none,sample,0,1,1,1,0.803776,0.813627,0,0.8471859296482412,0,0,0,0,1,0.138232,-0.037082,0.9382368998172421,-0.12461,21,0,21,4,1.0,0.84,0.913,1,2,2,False,WOULD_BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,107.97,51528,51528.0,51528.0,0.0,1.0,25764.0,88,65948762,0.0,1.2377,0.5043,6,0.9265,13930.5,87.1,87.1,87.1,3.71,3.08,3.29,3.36,3.71,11.6,1232.0,76.33,80.03,1.53,0.0,0.0,2051.59
46,143,199.4,2026-05-18T15:10:56.261648,2,0,none,none,sample,0,0,0,0,0.906727,0.915059,1,0.8471859296482412,0,0,1,0,0,0.101432,-0.01675,0.9382368998172421,-0.023178,21,1,21,4,0.9545,0.84,0.8936,1,2,0,False,FA_BLOCKED (ignored) src1(10.10.0.102),10.10.0.102,accepted,10.10.0.102,0,,0,0.0,51796,51796.0,51796.0,0.0,1.0,25898.0,88,70197522,0.0,1.2582,0.4972,6,0.9265,13931.0,,,,4.64,5.12,6.42,5.39,6.42,11.6,1232.0,52.74,76.12,1.09,0.0,0.0,2050.93
