step,sample_id,elapsed_s,timestamp,backlog_samples,gt_label,gt_host,gt_ip,gt_source,gt_file_label,gt_sample_label,gt_mismatch,attack_episode_id,raw_prob,attack_prob,binary_pred,threshold,correct,is_tp,is_fp,is_tn,is_fn,prob_delta,prob_slope_5step,prob_at_mitigation_start,prob_change_since_mitig,cum_tp,cum_fp,cum_tn,cum_fn,rolling_precision,rolling_recall,rolling_f1,dqn_raw_action,mapped_action,active_mitigation,agent_overridden,action_taken,nominated_ip,skip_reason,target_ip,would_mitigate,would_mitigated_ip,mitigation_active,mitigation_duration_s,total_packets,total_packets_delta,forwarded_packets_delta,dropped_packets_delta,throughput_ratio,pkt_rate_pps,total_flows,total_bytes,flow_arrival_rate,src_entropy,top_source_dominance,active_sources,syn_ratio_top_src,pps_top_src,attack_start_elapsed,first_detection_elapsed,first_policy_block_elapsed,onos1_cpu,onos2_cpu,onos3_cpu,ctrl_cpu_avg,ctrl_cpu_max,python_cpu_pct,python_mem_mb,preprocess_ms,lstm_inference_ms,dqn_inference_ms,api_latency_ms,drop_query_ms,step_total_ms
0,205,2.0,2026-05-18T15:38:02.239644,205,0,none,none,sample,0,0,0,0,0.002667,0.002042,0,0.8471859296482412,1,0,0,1,0,0.0,0.0,,,0,0,1,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1686,1686.0,1686.0,0.0,1.0,843.0,9,8585850,0.5,0.8693,0.832,5,0.0,2109.0,,,,4.16,1.83,3.22,3.07,4.16,17.3,1240.0,71.61,382.5,1.27,0.0,0.0,1584.09
1,206,5.6,2026-05-18T15:38:06.305381,1,0,none,none,sample,0,0,0,0,0.003769,0.002932,0,0.8471859296482412,1,0,0,1,0,0.00089,0.0,,,0,0,2,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1823,1823.0,1823.0,0.0,1.0,911.5,13,11372815,2.0,1.1205,0.7725,6,0.0,2109.0,,,,4.83,4.26,5.52,4.87,5.52,9.3,1240.1,55.04,81.73,1.03,0.0,0.0,2065.36
2,208,9.7,2026-05-18T15:38:10.389707,2,0,none,none,sample,0,0,0,0,0.003044,0.002345,0,0.8471859296482412,1,0,0,1,0,-0.000587,0.0,,,0,0,3,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2105,2105.0,2105.0,0.0,1.0,1052.5,11,18389828,0.0,1.3973,0.6679,6,0.0,2109.0,,,,4.54,3.28,6.24,4.69,6.24,9.3,1240.1,53.69,78.22,2.08,0.0,0.0,2084.02
3,210,13.7,2026-05-18T15:38:14.441606,2,0,none,none,sample,0,0,0,0,0.002621,0.002005,0,0.8471859296482412,1,0,0,1,0,-0.00034,0.0,,,0,0,4,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2081,2081.0,2081.0,0.0,1.0,1040.5,12,24281744,2.0,1.6743,0.4307,6,0.75,1108.5,,,,4.07,3.47,4.77,4.1,4.77,8.1,1240.1,46.93,72.04,1.03,0.0,0.0,2051.22
4,212,17.8,2026-05-18T15:38:18.499461,2,0,none,none,sample,0,0,0,0,0.002765,0.002121,0,0.8471859296482412,1,0,0,1,0,0.000116,0.0,,,0,0,5,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1262,1262.0,1262.0,0.0,1.0,631.0,11,28985534,0.0,1.4882,0.5338,6,0.0,1008.0,,,,6.84,3.54,5.25,5.21,6.84,8.1,1240.1,57.64,74.51,1.49,0.0,0.0,2057.43
5,214,21.8,2026-05-18T15:38:22.559735,2,0,none,none,sample,0,0,0,0,0.002744,0.002104,0,0.8471859296482412,1,0,0,1,0,-1.7e-05,1.2e-05,,,0,0,6,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1524,1524.0,1524.0,0.0,1.0,762.0,11,35343368,2.0,1.4767,0.5399,6,0.0,1224.0,,,,5.13,2.76,3.81,3.9,5.13,8.6,1240.1,52.87,99.43,1.27,0.0,0.0,2059.96
6,216,25.9,2026-05-18T15:38:26.625855,2,0,none,none,sample,0,0,0,0,0.004136,0.003231,0,0.8471859296482412,1,0,0,1,0,0.001127,6e-05,,,0,0,7,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1776,1776.0,1776.0,0.0,1.0,888.0,11,41430578,1.0,1.4654,0.5377,6,0.0,1449.0,,,,4.2,3.84,5.3,4.45,5.3,8.1,1240.1,56.13,81.14,1.44,0.0,0.0,2065.86
7,218,30.0,2026-05-18T15:38:30.683212,2,0,none,none,sample,0,0,0,0,0.002972,0.002287,0,0.8471859296482412,1,0,0,1,0,-0.000944,-1.2e-05,,,0,0,8,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2011,2011.0,2011.0,0.0,1.0,1005.5,11,47995088,0.0,1.4269,0.5506,6,0.0,1656.0,,,,2.91,2.8,3.12,2.94,3.12,7.9,1240.1,49.5,73.43,0.99,0.0,0.0,2057.01
8,220,34.0,2026-05-18T15:38:34.739481,2,0,none,none,sample,0,0,0,0,0.00245,0.001868,0,0.8471859296482412,1,0,0,1,0,-0.000419,-2.7e-05,,,0,0,9,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2229,2229.0,2229.0,0.0,1.0,1114.5,9,54295301,0.0,1.3681,0.5602,6,0.0,1881.0,,,,4.27,2.9,6.74,4.64,6.74,9.4,1241.9,63.63,94.64,1.14,0.0,0.0,2055.65
9,222,38.1,2026-05-18T15:38:38.805515,2,0,none,none,sample,0,0,0,0,0.002477,0.00189,0,0.8471859296482412,1,0,0,1,0,2.2e-05,-4.6e-05,,,0,0,10,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2573,2573.0,2573.0,0.0,1.0,1286.5,12,61585801,1.0,1.5299,0.5555,7,0.0,2097.0,,,,5.6,3.79,4.46,4.62,5.6,7.6,1241.9,69.52,73.97,2.01,0.0,0.0,2065.7
10,224,42.2,2026-05-18T15:38:42.870848,2,0,none,none,sample,0,0,0,0,0.001585,0.001185,0,0.8471859296482412,1,0,0,1,0,-0.000705,-0.000184,,,0,0,11,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2789,2789.0,2789.0,0.0,1.0,1394.5,11,71720583,2.0,1.4969,0.5246,7,0.0,2194.5,,,,5.62,3.24,3.76,4.21,5.62,6.9,1189.2,73.62,72.89,1.04,0.0,0.0,2065.09
11,226,46.2,2026-05-18T15:38:46.930015,2,0,none,none,sample,0,0,0,0,0.003457,0.002679,0,0.8471859296482412,1,0,0,1,0,0.001494,-0.00011,,,0,0,12,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,3097,3097.0,3097.0,0.0,1.0,1548.5,11,78896253,1.0,1.6493,0.4726,7,0.0,2194.5,,,,3.78,2.53,4.21,3.51,4.21,6.4,1189.3,48.3,71.12,1.69,0.0,0.0,2058.71
12,228,50.3,2026-05-18T15:38:50.999968,2,0,none,none,sample,0,0,0,0,0.003158,0.002437,0,0.8471859296482412,1,0,0,1,0,-0.000242,3e-05,,,0,0,13,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,3398,3398.0,3398.0,0.0,1.0,1699.0,11,85937589,0.5,1.7422,0.4308,7,0.0,2194.5,,,,3.89,4.77,4.46,4.37,4.77,8.1,1189.3,78.57,74.98,1.07,0.0,0.0,2069.69
13,230,54.3,2026-05-18T15:38:55.065285,2,0,none,none,sample,0,0,0,0,0.003234,0.002498,0,0.8471859296482412,1,0,0,1,0,6.1e-05,0.000126,,,0,0,14,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,3696,3696.0,3696.0,0.0,1.0,1848.0,9,92847671,0.0,1.8027,0.3958,6,0.0,2194.5,,,,3.55,3.08,3.2,3.28,3.55,7.4,1189.3,79.83,73.02,1.14,0.0,0.0,2065.03
14,232,58.4,2026-05-18T15:38:59.123781,2,0,none,none,sample,0,0,0,0,0.002066,0.001563,0,0.8471859296482412,1,0,0,1,0,-0.000935,-6.5e-05,,,0,0,15,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,3992,3992.0,3992.0,0.0,1.0,1996.0,9,99626717,0.0,1.8435,0.3453,6,0.0,1258.5,,,,5.2,2.49,5.86,4.52,5.86,6.9,1189.4,58.35,70.94,1.08,0.0,0.0,2058.1
15,234,62.5,2026-05-18T15:39:03.209147,2,0,none,none,sample,0,0,0,0,0.001882,0.001419,0,0.8471859296482412,1,0,0,1,0,-0.000144,4.7e-05,,,0,0,16,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1967,1967.0,1967.0,0.0,1.0,983.5,7,43895869,1.0,1.4804,0.5165,4,0.3333,1524.0,,,,75.66,81.16,53.68,70.17,81.16,7.3,1189.4,47.19,73.8,1.38,0.0,0.0,2085.04
16,236,66.6,2026-05-18T15:39:07.142865,2,0,none,none,sample,1,0,1,0,0.001067,0.000783,0,0.8471859296482412,1,0,0,1,0,-0.000636,-0.000379,,,0,0,17,0,0.0,0.0,0.0,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2503,2503.0,2503.0,0.0,1.0,1251.5,42,51128936,17.5,1.7022,0.4751,4,0.3333,1767.0,,,,14.85,28.04,22.13,21.67,28.04,15.8,1190.5,127.8,244.01,4.63,0.0,0.0,1933.34
17,237,72.5,2026-05-18T15:39:12.676328,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.975324,0.97902,1,0.8471859296482412,1,1,0,0,0,0.978237,0.195317,0.9790202762040651,0.0,1,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,0.0,5652,5652.0,5652.0,0.0,1.0,2826.0,43,59272270,21.5,1.804,0.4116,4,0.6667,3475.0,72.5,72.5,72.5,57.81,28.63,6.24,30.89,57.81,15.0,1190.8,121.06,112.89,1.55,0.0,0.0,1527.56
18,238,76.0,2026-05-18T15:39:16.021314,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999033,0.999293,1,0.8471859296482412,1,1,0,0,0,0.020273,0.199359,0.9790202762040651,0.020273,2,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,3.39,8436,8436.0,8436.0,0.0,1.0,4218.0,57,68396366,7.0,1.7354,0.4377,5,0.64,5433.0,72.5,72.5,72.5,4.87,3.11,6.84,4.94,6.84,14.3,1190.8,88.32,75.1,0.98,0.0,0.0,1344.61
19,239,81.4,2026-05-18T15:39:21.297860,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.99939,0.999563,1,0.8471859296482412,1,1,0,0,0,0.00027,0.1996,0.9790202762040651,0.020543,3,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,8.7,8831,8831.0,8831.0,0.0,1.0,4415.5,61,76131769,2.0,1.7641,0.4331,5,0.7097,5632.5,72.5,72.5,72.5,65.8,3.3,5.96,25.02,65.8,13.6,1190.8,49.85,68.31,0.94,0.0,0.0,1265.42
20,240,84.6,2026-05-18T15:39:25.249000,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.999154,0.999386,1,0.8471859296482412,1,1,0,0,0,-0.000177,0.199593,0.9790202762040651,0.020365,4,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,12.09,9284,9284.0,9284.0,0.0,1.0,4642.0,69,83599891,4.0,1.7852,0.4178,5,0.7097,5770.5,72.5,72.5,72.5,3.93,3.01,3.28,3.41,3.93,14.7,1193.5,127.69,109.32,1.37,0.0,0.0,1950.1
21,241,88.6,2026-05-18T15:39:29.634320,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.983714,0.98643,1,0.8471859296482412,1,1,0,0,0,-0.012956,0.197129,0.9790202762040651,0.00741,5,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,16.33,9666,9666.0,9666.0,0.0,1.0,4833.0,69,92260267,1.5,1.8075,0.3929,5,0.6667,5916.5,72.5,72.5,72.5,39.11,19.98,9.22,22.77,39.11,16.9,1193.5,350.95,176.51,1.6,0.0,0.0,2383.07
22,242,93.0,2026-05-18T15:39:33.714873,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.959463,0.96467,1,0.8471859296482412,1,1,0,0,0,-0.02176,-0.00287,0.9790202762040651,-0.01435,6,0,17,0,1.0,1.0,1.0,2,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,20.37,9935,9935.0,9935.0,0.0,1.0,4967.5,82,98121987,6.5,1.8216,0.3756,6,0.6667,6014.0,72.5,72.5,72.5,8.92,3.18,37.65,16.58,37.65,14.9,1194.8,93.19,86.87,3.14,0.0,0.0,2078.25
23,243,97.1,2026-05-18T15:39:38.025875,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.938333,0.945076,1,0.8471859296482412,1,1,0,0,0,-0.019594,-0.010843,0.9790202762040651,-0.033944,7,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,24.5,10134,10134.0,10134.0,0.0,1.0,5067.0,83,102008065,0.5,1.8322,0.3869,6,0.76,6530.5,72.5,72.5,72.5,5.3,1.97,3.83,3.7,5.3,10.9,1194.8,148.68,78.1,1.19,0.0,0.0,2308.21
24,245,101.4,2026-05-18T15:39:41.840468,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.898191,0.906838,1,0.8471859296482412,1,1,0,0,0,-0.038238,-0.018545,0.9790202762040651,-0.072182,8,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,29.1,10343,10343.0,10343.0,0.0,1.0,5171.5,87,104000384,1.0,1.8875,0.418,6,0.76,7670.5,72.5,72.5,72.5,3.98,2.84,4.39,3.74,4.39,16.8,1194.8,308.24,212.78,1.04,0.0,0.0,1814.25
25,246,105.2,2026-05-18T15:39:45.446125,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.9549,0.960479,1,0.8471859296482412,1,1,0,0,0,0.053641,-0.007781,0.9790202762040651,-0.018541,9,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,32.61,10485,10485.0,10485.0,0.0,1.0,5242.5,87,105682768,0.0,1.9141,0.4327,6,0.76,8296.5,72.5,72.5,72.5,3.26,2.88,4.06,3.4,4.06,13.6,1194.8,113.11,97.75,5.08,0.0,0.0,1601.09
26,247,108.8,2026-05-18T15:39:49.059837,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.849729,0.859449,1,0.8471859296482412,1,1,0,0,0,-0.10103,-0.025396,0.9790202762040651,-0.119571,10,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,36.19,19493,19493.0,19493.0,0.0,1.0,9746.5,50,112102792,4.5,1.4727,0.4317,5,0.7027,6134.0,72.5,72.5,72.5,3.43,3.15,3.53,3.37,3.53,14.1,1194.8,82.13,110.54,1.01,0.0,0.0,1610.85
27,248,112.4,2026-05-18T15:39:52.768762,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.876839,0.886098,1,0.8471859296482412,1,1,0,0,0,0.026649,-0.015714,0.9790202762040651,-0.092923,11,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,39.8,20286,20286.0,20286.0,0.0,1.0,10143.0,50,113912942,0.0,1.4649,0.4395,5,0.7027,6471.0,72.5,72.5,72.5,16.81,12.26,25.21,18.09,25.21,23.7,1194.8,92.85,91.54,1.27,0.0,0.0,1708.64
28,249,116.1,2026-05-18T15:39:56.215654,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.936323,0.943189,1,0.8471859296482412,1,1,0,0,0,0.057091,-0.000377,0.9790202762040651,-0.035831,12,0,17,0,1.0,1.0,1.0,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,43.66,20649,20649.0,20649.0,0.0,1.0,10324.5,50,115704617,0.0,1.474,0.4973,5,0.7027,6591.5,72.5,72.5,72.5,4.5,3.95,7.9,5.45,7.9,16.8,1194.8,173.9,164.82,1.21,0.0,0.0,1446.52
29,250,119.6,2026-05-18T15:39:59.637954,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.779315,0.788959,0,0.8471859296482412,0,0,0,0,1,-0.15423,-0.023576,0.9790202762040651,-0.190061,12,0,17,1,1.0,0.9231,0.96,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,47.08,21925,21925.0,21925.0,0.0,1.0,10962.5,52,117591257,1.0,1.4375,0.5157,6,0.7027,7197.5,72.5,72.5,72.5,3.42,3.12,5.38,3.97,5.38,14.6,1194.8,113.93,194.25,0.96,0.0,0.0,1421.15
30,251,123.0,2026-05-18T15:40:03.637198,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.95044,0.95636,1,0.8471859296482412,1,1,0,0,0,0.167401,-0.000824,0.9790202762040651,-0.02266,13,0,17,1,1.0,0.9286,0.963,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,50.32,19626,19626.0,19626.0,0.0,1.0,9813.0,47,22186438,0.0,0.9519,0.7023,6,0.7027,7791.5,72.5,72.5,72.5,9.78,2.27,4.36,5.47,9.78,12.2,1194.8,44.49,85.95,2.75,0.0,0.0,1998.88
31,252,127.0,2026-05-18T15:40:07.246590,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.886837,0.895839,1,0.8471859296482412,1,1,0,0,0,-0.060521,0.007278,0.9790202762040651,-0.083182,14,0,17,1,1.0,0.9333,0.9655,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,54.35,20987,20987.0,20987.0,0.0,1.0,10493.5,64,24553457,8.5,0.9379,0.7057,6,0.7736,8406.0,72.5,72.5,72.5,3.71,1.88,2.31,2.63,3.71,13.9,1194.8,70.07,91.15,1.31,0.0,0.0,1608.81
32,253,130.6,2026-05-18T15:40:10.694045,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.954861,0.960443,1,0.8471859296482412,1,1,0,0,0,0.064604,0.014869,0.9790202762040651,-0.018577,15,0,17,1,1.0,0.9375,0.9677,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,57.93,22472,22472.0,22472.0,0.0,1.0,11236.0,64,26764016,0.0,0.9214,0.7317,6,0.7736,9083.0,72.5,72.5,72.5,7.47,2.79,4.05,4.77,7.47,12.2,1194.8,46.52,85.51,1.0,0.0,0.0,1447.13
33,254,134.0,2026-05-18T15:40:14.380239,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.911519,0.919655,1,0.8471859296482412,1,1,0,0,0,-0.040788,-0.004707,0.9790202762040651,-0.059366,16,0,17,1,1.0,0.9412,0.9697,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,61.55,22892,22892.0,22892.0,0.0,1.0,11446.0,65,27751885,1.5,0.7654,0.7775,6,0.7736,9606.0,72.5,72.5,72.5,4.54,3.42,5.97,4.64,5.97,16.8,1194.8,154.62,140.06,1.51,0.0,0.0,1685.57
34,255,137.7,2026-05-18T15:40:17.965977,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.958251,0.96356,1,0.8471859296482412,1,1,0,0,0,0.043905,0.03492,0.9790202762040651,-0.01546,17,0,17,1,1.0,0.9444,0.9714,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,65.14,24277,24277.0,24277.0,0.0,1.0,12138.5,65,30177757,1.0,0.771,0.7739,6,0.7736,10217.5,72.5,72.5,72.5,16.35,66.82,14.09,32.42,66.82,14.2,1194.8,86.66,118.69,3.04,0.0,0.0,1583.38
35,256,141.3,2026-05-18T15:40:21.621963,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.969872,0.974131,1,0.8471859296482412,1,1,0,0,0,0.010571,0.003554,0.9790202762040651,-0.004889,18,0,17,1,1.0,0.9474,0.973,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,68.77,25731,25731.0,25731.0,0.0,1.0,12865.5,81,32491503,9.0,0.7696,0.7726,6,0.8261,10876.0,72.5,72.5,72.5,3.88,2.99,4.51,3.79,4.51,15.9,1194.8,169.25,80.09,1.07,0.0,0.0,1654.49
36,257,145.0,2026-05-18T15:40:24.959184,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.972345,0.976355,1,0.8471859296482412,1,1,0,0,0,0.002224,0.016103,0.9790202762040651,-0.002665,19,0,17,1,1.0,0.95,0.9744,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,72.41,26731,26731.0,26731.0,0.0,1.0,13365.5,81,34449017,1.0,0.785,0.7672,6,0.8261,11298.0,72.5,72.5,72.5,9.11,8.75,10.43,9.43,10.43,15.0,1194.8,118.09,117.29,1.84,0.0,0.0,1336.76
37,258,148.3,2026-05-18T15:40:28.574171,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.968151,0.972577,1,0.8471859296482412,1,1,0,0,0,-0.003778,0.002427,0.9790202762040651,-0.006443,20,0,17,1,1.0,0.9524,0.9756,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,75.79,26904,26904.0,26904.0,0.0,1.0,13452.0,83,35917657,1.0,0.8185,0.7542,6,0.8261,11298.0,72.5,72.5,72.5,4.91,2.33,3.13,3.46,4.91,15.8,1194.8,86.29,191.08,3.33,0.0,0.0,1612.96
38,259,151.9,2026-05-18T15:40:32.534717,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.949557,0.955541,1,0.8471859296482412,1,1,0,0,0,-0.017036,0.007177,0.9790202762040651,-0.023479,21,0,17,1,1.0,0.9545,0.9767,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,79.42,27560,27560.0,27560.0,0.0,1.0,13780.0,100,36361112,9.5,0.8222,0.7528,6,0.8372,11589.0,72.5,72.5,72.5,3.54,2.13,3.84,3.17,3.84,16.1,1194.8,71.37,214.67,3.81,0.0,0.0,1960.22
39,260,155.9,2026-05-18T15:40:35.703412,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.950112,0.956055,1,0.8471859296482412,1,1,0,0,0,0.000514,-0.001501,0.9790202762040651,-0.022965,22,0,17,1,1.0,0.9565,0.9778,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,83.21,28868,28868.0,28868.0,0.0,1.0,14434.0,104,37159175,2.0,0.8081,0.7588,6,0.8372,12216.5,72.5,72.5,72.5,22.69,9.62,11.54,14.62,22.69,12.3,1194.8,45.35,74.81,1.05,0.0,0.0,1168.33
40,261,159.1,2026-05-18T15:40:39.758591,1,1,iot2,10.10.0.102,sample,1,1,0,1,0.099836,0.091258,0,0.8471859296482412,0,0,0,0,1,-0.864797,-0.176575,0.9790202762040651,-0.887762,22,0,17,2,1.0,0.9167,0.9565,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,86.42,29015,29015.0,29015.0,0.0,1.0,14507.5,103,37273113,0.0,0.8124,0.7578,6,0.8372,12276.5,72.5,72.5,72.5,3.69,3.0,4.15,3.61,4.15,14.1,1195.3,70.66,89.56,1.69,0.0,0.0,2054.78
41,263,163.1,2026-05-18T15:40:43.806803,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.042388,0.037027,0,0.8471859296482412,0,0,0,0,1,-0.054231,-0.187866,0.9790202762040651,-0.941993,22,0,17,3,1.0,0.88,0.9362,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,90.48,29214,29214.0,29214.0,0.0,1.0,14607.0,105,41003123,1.0,0.8539,0.7798,6,0.8372,12276.5,72.5,72.5,72.5,5.24,2.7,5.01,4.32,5.24,12.6,1195.3,48.0,116.92,1.89,0.0,0.0,2047.9
42,265,167.2,2026-05-18T15:40:47.882695,2,1,iot2,10.10.0.102,sample,1,1,0,1,0.034646,0.029957,0,0.8471859296482412,0,0,0,0,1,-0.00707,-0.188524,0.9790202762040651,-0.949063,22,0,17,4,1.0,0.8462,0.9167,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,94.52,28584,28584.0,28584.0,0.0,1.0,14292.0,101,28566631,3.0,0.761,0.8188,6,0.8372,12276.5,72.5,72.5,72.5,4.7,1.65,2.54,2.96,4.7,12.0,1195.3,79.0,85.31,1.1,0.0,0.0,2075.52
43,267,171.2,2026-05-18T15:40:51.939327,2,1,none,none,sample,0,1,1,1,0.039076,0.033993,0,0.8471859296482412,0,0,0,0,1,0.004036,-0.18431,0.9790202762040651,-0.945028,22,0,17,5,1.0,0.8148,0.898,1,2,2,False,BLOCK (10.10.0.102),10.10.0.102,accepted,10.10.0.102,1,10.10.0.102,1,98.57,28341,28341.0,28341.0,0.0,1.0,14170.5,95,35912254,0.0,0.6859,0.8084,5,0.8372,12277.0,72.5,72.5,72.5,4.62,3.3,4.47,4.13,4.62,11.8,1188.3,53.19,83.41,1.15,0.0,0.0,2056.33
44,269,175.3,2026-05-18T15:40:56.006744,2,0,none,none,sample,0,0,0,0,0.046954,0.041231,0,0.8471859296482412,1,0,0,1,0,0.007238,-0.182965,0.9790202762040651,-0.937789,22,0,18,5,1.0,0.8148,0.898,1,2,0,False,FA_BLOCKED (ignored) src1(10.10.0.102),10.10.0.102,accepted,10.10.0.102,0,,0,0.0,28634,28634.0,28634.0,0.0,1.0,14317.0,97,43660791,0.0,0.7272,0.7856,5,0.8372,12277.0,,,,3.85,3.64,5.4,4.3,5.4,12.3,1190.2,79.18,78.08,1.17,0.0,0.0,2067.15
45,271,179.4,2026-05-18T15:41:00.069386,2,0,none,none,sample,0,0,0,0,0.383331,0.378268,0,0.8471859296482412,1,0,0,1,0,0.337037,0.057402,0.9790202762040651,-0.600752,22,0,19,5,1.0,0.8148,0.898,1,2,0,False,FA_BLOCKED (ignored) src1(10.10.0.102),10.10.0.102,accepted,10.10.0.102,0,,0,0.0,28919,28919.0,28919.0,0.0,1.0,14459.5,97,51669189,0.5,0.7639,0.7642,5,0.8372,12277.5,,,,3.67,3.88,4.02,3.86,4.02,10.1,1190.2,75.51,73.7,1.15,0.0,0.0,2062.38
