step,timestamp,elapsed_s,prob,raw_prob,severity,confidence,prediction,action,reason,applied,attack_state,first_attacker_ip,first_attacker_step,first_detect_latency_s,second_attacker_ip,second_attacker_step,second_detect_latency_s,second_locked_action,victim,attacker,is_new_attacker,port,bps,gt_label,gt_name,correct,total_cpu_pct,controllers_cpu_avg_pct,controllers_overhead_avg_pct,onos1_cpu,onos2_cpu,onos3_cpu,onos1_mem,onos2_mem,onos3_mem,total_sw_packets,total_sw_bytes,s1_packets,s2_packets,s3_packets,s4_packets,active_mitigations_count,unique_attackers_seen
0,2026-03-05T09:33:16.323419+00:00,3.2,0.0026090058963745832,0.003370840335264802,0.0031308070756495,0.9947819882072508,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,16.6,3.5833333333333335,0.0,3.56,2.03,5.16,1.294GiB,1.266GiB,1.242GiB,16463,42589224,10717,2721,1250,1775,0,0
1,2026-03-05T09:33:20.387177+00:00,6.9,0.002228456549346447,0.002899167127907276,0.0026741478592157363,0.9955430869013071,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,15.9,2.52,-0.5316666666666667,2.23,2.6,2.73,1.293GiB,1.266GiB,1.241GiB,16726,42946526,10805,2806,1255,1860,0,0
2,2026-03-05T09:33:24.452492+00:00,11.0,0.003169216215610504,0.004059734288603067,0.003803059458732605,0.993661567568779,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,21.5,3.686666666666667,0.4233333333333332,4.26,3.66,3.14,1.294GiB,1.267GiB,1.242GiB,17129,43520176,10938,2940,1257,1994,0,0
3,2026-03-05T09:33:28.523786+00:00,15.0,0.003139015519991517,0.0040227435529232025,0.0037668186239898202,0.993721968960017,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,31.7,7.766666666666667,3.3775,4.23,4.64,14.43,1.295GiB,1.268GiB,1.242GiB,16848,30646796,10424,3057,1259,2108,0,0
4,2026-03-05T09:33:32.564228+00:00,19.1,0.001971073681488633,0.002578148851171136,0.00236528841778636,0.9960578526370227,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,28.0,7.2700000000000005,2.3046666666666664,8.41,6.87,6.53,1.295GiB,1.267GiB,1.242GiB,16595,17763260,10557,2533,1273,2232,0,0
5,2026-03-05T09:33:36.642093+00:00,23.1,0.0016707041068002582,0.002201134106144309,0.00200484492816031,0.9966585917863995,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,13.5,2.516666666666667,-2.040555555555556,2.12,2.33,3.1,1.294GiB,1.267GiB,1.243GiB,16327,4885458,10684,2652,1277,1714,0,0
6,2026-03-05T09:33:40.698123+00:00,27.2,0.004272003658115864,0.005400677211582661,0.005126404389739036,0.9914559926837683,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,15.5,3.2399999999999998,-1.1290476190476195,2.82,1.98,4.92,1.295GiB,1.266GiB,1.243GiB,16704,5398869,10811,2765,1290,1838,0,0
7,2026-03-05T09:33:44.754164+00:00,31.3,0.0053364913910627365,0.0066800909116864204,0.006403789669275284,0.9893270172178745,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,20.0,3.866666666666667,-0.4395833333333338,3.73,3.74,4.13,1.295GiB,1.267GiB,1.243GiB,17029,5704232,10920,2864,1301,1944,0,0
8,2026-03-05T09:33:48.828933+00:00,35.3,0.015114855021238327,0.018050799146294594,0.01813782602548599,0.9697702899575233,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,31.7,8.263333333333334,3.5174074074074064,6.22,11.54,7.03,1.292GiB,1.259GiB,1.241GiB,17127,5873822,10954,2869,1325,1979,0,0
9,2026-03-05T09:33:52.899854+00:00,39.4,0.005000922363251448,0.0062781404703855515,0.006001106835901737,0.9899981552734971,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,21.5,5.066666666666666,0.2886666666666664,5.87,3.89,5.44,1.292GiB,1.258GiB,1.241GiB,17666,14336348,11135,3007,1367,2157,0,0
10,2026-03-05T09:33:56.966319+00:00,43.5,0.0049720704555511475,0.006243525072932243,0.005966484546661377,0.9900558590888977,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,15.9,2.8000000000000003,-1.798181818181818,2.55,2.6,3.25,1.292GiB,1.259GiB,1.241GiB,17640,24708714,11314,2867,1410,2049,0,0
11,2026-03-05T09:34:01.027158+00:00,47.5,0.003396713873371482,0.0043378775008022785,0.004076056648045778,0.993206572253257,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,18.4,4.153333333333333,-0.4077777777777782,4.26,4.57,3.63,1.293GiB,1.256GiB,1.243GiB,16323,33223686,11200,2229,1452,1442,0,0
12,2026-03-05T09:34:05.101744+00:00,51.6,0.0017556669190526009,0.002308059483766556,0.002106800302863121,0.9964886661618948,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,17.1,3.41,-1.062564102564103,3.33,2.76,4.14,1.292GiB,1.256GiB,1.242GiB,16267,45164401,10677,2447,1467,1676,0,0
13,2026-03-05T09:34:09.155819+00:00,55.7,0.0009718275396153331,0.0013109957799315453,0.0011661930475383997,0.9980563449207693,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,24.0,5.566666666666666,1.015952380952381,7.35,4.87,4.48,1.293GiB,1.257GiB,1.242GiB,17007,63289309,10925,2691,1471,1920,0,0
14,2026-03-05T09:34:13.214544+00:00,59.8,0.0019307562615722418,0.0025276995729655027,0.00231690751388669,0.9961384874768555,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,0,INIT,True,32.3,8.590000000000002,3.7699999999999996,6.52,11.4,7.85,1.294GiB,1.258GiB,1.243GiB,17581,80767015,11007,2935,1475,2164,0,0
15,2026-03-05T09:34:17.439184+00:00,64.1,0.002422730438411236,0.0031403733883053064,0.002907276526093483,0.9951545391231775,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,False,85.4,25.566666666666663,20.746666666666666,6.55,41.72,28.43,1.064GiB,1.122GiB,984.1MiB,26093,102105365,13130,6584,1532,4847,0,0
16,2026-03-05T09:34:22.320354+00:00,68.2,0.11709287762641907,0.12642446160316467,0.14051145315170288,0.7658142447471619,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,False,124.0,30.23,25.409999999999997,27.47,46.89,16.33,992.6MiB,1.049GiB,951.9MiB,39102,127498781,16592,13395,1367,7748,0,0
17,2026-03-05T09:34:26.101840+00:00,73.1,0.9992945194244385,0.9990350008010864,1.0,0.998589038848877,1,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,True,193.2,61.93666666666667,57.11666666666667,64.09,76.89,44.83,994.3MiB,1.034GiB,958.4MiB,50612,141852385,19451,19188,1369,10604,0,0
18,2026-03-05T09:34:30.519274+00:00,76.9,0.9992058873176575,0.9989192485809326,1.0,0.9984117746353149,1,RATE_LIMIT,first_attacker_probe,False,True,10.10.0.1,18.0,0.0,,,,,10.10.0.200,10.10.0.1,True,s1-eth1,5000000,1,h2_NETWORK_DDOS,True,183.2,41.203333333333326,36.38333333333333,49.01,41.69,32.91,998.2MiB,1.044GiB,958.6MiB,63688,153947925,22748,25666,1371,13903,0,1
19,2026-03-05T09:34:34.993932+00:00,81.3,0.9981120824813843,0.9975259900093079,1.0,0.9962241649627686,1,DROP,second_attacker_locked_drop,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,True,,0,1,h2_NETWORK_DDOS,True,126.6,38.663333333333334,33.843333333333334,48.73,39.52,27.74,999.6MiB,1.049GiB,959.2MiB,76382,166936179,25862,32295,1377,16848,1,2
20,2026-03-05T09:34:38.874861+00:00,85.8,0.9989548921585083,0.9985945820808411,1.0,0.9979097843170166,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,530.0,154.73333333333332,149.91333333333333,210.34,158.8,95.06,1010MiB,1.046GiB,961MiB,85643,172977444,27484,36567,1379,20213,1,2
21,2026-03-05T09:34:43.094392+00:00,89.5,0.9924889802932739,0.9907404184341431,1.0,0.9849779605865479,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,79.1,23.513333333333332,18.69333333333333,30.96,30.9,8.68,1009MiB,1.045GiB,960.5MiB,94525,176595616,28996,41043,1381,23105,1,2
22,2026-03-05T09:34:47.109958+00:00,93.7,0.998824417591095,0.9984272718429565,1.0,0.9976488351821899,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,179.0,43.23333333333333,38.413333333333334,25.84,66.24,37.62,1010MiB,1.047GiB,960.5MiB,97596,177924700,29636,43009,1385,23566,1,2
23,2026-03-05T09:34:51.453620+00:00,97.9,0.9993988275527954,0.9991718530654907,1.0,0.9987976551055908,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,105.4,32.39,27.570000000000004,37.38,28.02,31.77,1011MiB,1.046GiB,962.7MiB,106884,182301217,31129,47661,1387,26707,1,2
24,2026-03-05T09:34:55.627338+00:00,102.2,0.9992121458053589,0.9989275336265564,1.0,0.9984242916107178,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,34.2,8.726666666666667,3.9066666666666663,20.25,3.01,2.92,1012MiB,1.054GiB,962.1MiB,117100,187040600,33004,52628,1390,30078,1,2
25,2026-03-05T09:34:59.994927+00:00,106.5,0.9992939233779907,0.9990341663360596,1.0,0.9985878467559814,1,DROP,locked_drop_whole_attack,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,10.10.0.2,10.10.0.200,False,,0,1,h2_NETWORK_DDOS,True,88.6,26.923333333333332,22.103333333333335,32.19,22.69,25.89,1013MiB,1.056GiB,964.3MiB,123798,190363134,34080,57265,1394,31059,1,2
26,2026-03-05T09:35:04.276561+00:00,110.6,0.005489511415362358,0.006862994749099016,0.006587413698434829,0.9890209771692753,0,ALLOW,allow,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,,,False,,0,1,h2_NETWORK_DDOS,False,227.0,66.81666666666666,61.99666666666667,53.7,86.25,60.5,1013MiB,1.06GiB,965.3MiB,132201,194113769,35751,62109,1396,32945,1,2
27,2026-03-05T09:35:08.143369+00:00,115.0,0.005061306990683079,0.006350558716803789,0.006073568388819694,0.9898773860186338,0,ALLOW,allow,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,,,False,,0,1,h2_NETWORK_DDOS,False,20.4,4.466666666666667,-0.3533333333333335,4.37,5.61,3.42,1012MiB,1.052GiB,967MiB,139237,197115789,37192,66469,1398,34178,1,2
28,2026-03-05T09:35:12.210410+00:00,119.0,0.6172153949737549,0.6123261451721191,0.7406584739685058,0.23443078994750977,0,ALLOW,allow,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,,,False,,0,1,h2_NETWORK_DDOS,False,170.1,42.62,37.800000000000004,62.41,35.21,30.24,1018MiB,1.065GiB,967.5MiB,131651,132446449,30960,71381,1411,27899,1,2
29,2026-03-05T09:35:16.253802+00:00,122.8,0.0029433597810566425,0.0037827128544449806,0.0035320317372679708,0.9941132804378867,0,ALLOW,allow,True,True,10.10.0.1,18.0,0.0,10.10.0.200,19.0,4.3999999999999915,DROP,,,False,,0,1,h2_NETWORK_DDOS,False,17.2,3.2866666666666666,-1.5333333333333339,3.28,2.68,3.9,1018MiB,1.054GiB,967.1MiB,139098,135520789,32459,75822,1415,29402,1,2
30,2026-03-05T09:35:20.904843+00:00,127.0,0.0009421302820555866,0.0012726524146273732,0.001130556338466704,0.9981157394358888,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,False,124.5,30.093333333333334,25.273333333333337,51.06,18.49,20.73,1018MiB,1.053GiB,966.9MiB,147104,138864308,34071,80596,1419,31018,0,2
31,2026-03-05T09:35:24.359675+00:00,131.5,0.000564495800063014,0.0007797040161676705,0.0006773949600756168,0.998871008399874,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,False,51.7,15.176666666666668,10.356666666666667,11.03,7.1,27.4,1018MiB,1.056GiB,967.5MiB,135355,97921935,33976,74906,1423,25050,0,2
32,2026-03-05T09:35:28.437929+00:00,135.0,0.0006943312473595142,0.0009504524641670287,0.0008331974968314171,0.998611337505281,0,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,False,86.0,19.64333333333333,14.823333333333332,18.4,13.26,27.27,1019MiB,1.057GiB,969.3MiB,135414,97961509,33995,74923,1433,25063,0,2
33,2026-03-05T09:35:32.449215+00:00,139.0,0.9988430738449097,0.9984511137008667,1.0,0.9976861476898193,1,ALLOW,allow,True,False,,,,,,,,,,False,,0,1,h2_NETWORK_DDOS,True,20.2,3.5700000000000003,-1.2500000000000002,3.49,4.13,3.09,1019MiB,1.056GiB,968.6MiB,139634,98219596,34498,78106,1457,25573,0,2
34,2026-03-05T09:35:36.649844+00:00,143.0,0.9978488683700562,0.9971970319747925,1.0,0.9956977367401123,1,RATE_LIMIT,first_attacker_probe,False,True,10.10.0.2,34.0,0.0,,,,,10.10.0.200,10.10.0.2,True,s1-eth2,5000000,1,h2_NETWORK_DDOS,True,16.3,3.6266666666666665,-1.1933333333333336,4.45,2.84,3.59,1019MiB,1.056GiB,968.6MiB,145267,97935960,34945,82676,1483,26163,0,3
35,2026-03-05T09:35:40.708865+00:00,147.3,0.9974057078361511,0.996647298336029,1.0,0.9948114156723022,1,DROP,second_attacker_locked_drop,True,True,10.10.0.2,34.0,0.0,10.10.0.1,35.0,4.300000000000011,DROP,10.10.0.200,10.10.0.1,False,,0,1,h2_NETWORK_DDOS,True,16.0,2.983333333333333,-1.8366666666666671,2.53,3.46,2.96,1019MiB,1.057GiB,970.5MiB,147752,98858188,35452,84262,1512,26526,1,3
36,2026-03-05T09:35:44.667657+00:00,151.3,0.9982284903526306,0.9976720213890076,1.0,0.9964569807052612,1,DROP,locked_drop_whole_attack,True,True,10.10.0.2,34.0,0.0,10.10.0.1,35.0,4.300000000000011,DROP,10.10.0.200,10.10.0.1,False,,0,1,h2_NETWORK_DDOS,True,13.3,2.49,-2.33,2.87,2.7,1.9,1020MiB,1.057GiB,970.6MiB,147831,98958030,35478,84269,1535,26549,1,3
37,2026-03-05T09:35:48.985278+00:00,155.4,0.9970244765281677,0.9961777925491333,1.0,0.9940489530563354,1,DROP,locked_drop_whole_attack,True,True,10.10.0.2,34.0,0.0,10.10.0.1,35.0,4.300000000000011,DROP,10.10.0.200,10.10.0.1,False,,0,1,h2_NETWORK_DDOS,True,37.2,9.516666666666667,4.696666666666666,9.55,13.81,5.19,1.044GiB,1.061GiB,970.7MiB,154436,101545029,36479,87665,1565,28727,1,3
